id,text,is_hate
ce7f4a61699016c4,"Acho que a bifobia que cabe descrever aqui e que não foi muito bem colocada no vídeo, mas que estou preenchendo com a minha vivência de bi, é que muitas vezes isso não tem a ver com a lésbica escolher não se relacionar com bissexuais, seja lá quais forem os motivos dela, isso é questão de escolha com isso mesmo. Concordo. Mas outra coisa, e essa crítica são para todos os monosexuais (hétero, gays e lésbicas) é que muitas vezes isso é feito com uma questão de preconceito no sentido de soltar comentários de que: bissexuais não vão estar satisfeitos em nenhum relacionamento porque sempre vão sentir falta de algo, sendo que isso é mentira; ou preferem não se relacionar com elas porque elas já tiveram contato com a genitália do gênero oposto e outras coisas que generalizam bissexuais de um jeito ruim, assim como já ouvi que bissexuais são grandes vetores de IST. Essas coisas aumentam o preconceito com bissexuais dentro e fora da comunidade. Muitas vezes a bissexualidade só é lembrada em hor...",False
9e4eb7e22fdae656,Complicada essa ideia de que pessoas tem o dever moral de se relacionar com outras pessoas. Isso viola o principio fundamental do consentimento. Sexo não é um direito natural e quem pensa diferente são pessoas perturbadas e perigosas.,False
f1a7d7686adaa8d1,"Em geral kkkk mano, vcs só querem enquadrar qualquer coisa que não te desce em “branco, padrão, cis de direita” e é exatamente isso que torna a luta de quem de fato quer uma mudança sensata em piada",False
95938f90f293f78c,"Pra quem não entendeu, elas estão falando de preconceito com bi. Como no meu caso, que me descobri tarde e uma das primeiras meninas que conversei no tender falou isso: se vc é bi, pq não se relaciona só com homens pq é muito mais fácil. E se vcs não percebem o tamanho do preconceito nesta fala, vcs precisam entender mais sobre sexualidade, porque não é possível. Já a minha esposa é lésbica e SEMPRE se relacionou com bi, por preferir mulheres femininas. Então, existe um abismo entre preferências e preconceitos, mas que poucos enxergam, infelizmente.",False
b935f1b28e615e1a,Não tive nenhum tipo de experiência boa com bissexuais.,True
868ec05dd709cd84,Eu quero,False
4460f006c4e8e508,"Existe tbm gays que não se relacionam com homens bissexuais tbm! Já ouvi muito isso, sendo bissexual. E nem vamos falar das mulheres héteros 😂[HASHTAG]",False
f812529cfd7168fe,Eu quero,False
9e39726c244d715c,As vezes o amor da vida dessa pessoa é uma Bi e ela nunca vai saber por puro preconceito,False
b3df35f42e483d30,Quero!,False
da9062192fe71c1b,"e segue adiante muitas das “lésbicas bifobicas” comprovando o que vocês falaram. aprendamos a interpretar melhor um diálogo, ninguém tá falando que ninguém tem direito de escolha e sim que isso ser algo fixo em si determinante para toda uma classe de pessoas parte de um tipo de preconceito.",False
8e9ae720e0227a76,Que PREGUIÇA!!!!!! PAREM DE PROBLEMATIZAR ASSUNTOS ASSIM. O livre árbitro tá aí pra gnt ESCOLHER SIM com quem ficar. Coisa chata isso gnt! Vão ser felizes!,False
ab5cb2d184195462,Eu quero!,False
df1bae67d91ece42,Eu quero,False
3a516b862fcf31c8,Há muita intolerância e fobia entre os próprios LGBT's infelizmente....,False
3dcb32de2443d64f,👏👏👏👏👏👏👏👏👏👏👏👏,False
194c5a8dd76bec1e,Acho lindo essa democracia sem direito de ficar e fazer o que gosta,False
80c6430fc262cb8b,"Meu Deus, nem elas se entendem! 😂😂😂😂😂😂😂😂😂😂",True
011331483cde666e,Gente.....pessos tem direito de escolhas 🤷‍♀️ apenas,False
32b5c5b386b8123c,"Eu sou casada com uma bi há 19 anos. Mas, tive outras mulheres bi que me traíram com homens, porque era mais confortável pra elas viverem publicamente na heteronorma. Então, é compreensível que algumas lésbicas não queiram passar por isso. Agora, vocês farão vídeos sobre lésbicas apenas para criticar, ou falarão também do preconceito que elas sofrem, inclusive e principalmente, dentro da comunidade GBT+ ? Depois que GBTs perceberam que podem monetizar com vídeos nas redes, resolveram lacrar e, muitas vezes, pra cima das lésbicas.",False
3c4b2c97bf3f6f44,"Eu perdi um amigo gay quando ele descobriu q sou bi😢 não tinha nenhuma chance de romance, mas ele achou traição eu ter sido casada e quando fiquei solteira voltei a me relacionar com homens e mulheres. Infelizmente discriminação existe em todo lugar",False
1dbba2cd12651fdf,Uma otima colocaçao. O vale em si tem varios preconceitos,False
8ce4ad1d187efe8f,"A norma é que todos queriam se relacionar com todos. Preferências não devem existir pois, do contrário, todos serão preconceituosos e multifóbicos. Assim caminha a humanidade.",False
b77cb70b191169f4,"Agora eu não posso escolher c quem euquero me relacionar? Eu não me sinto segura c alguem Bi, estou feliz e continuarei assim... do mesmo jeito q tb não vou me relacionar com uma mulher hetero ...escolhas",False
55d45016249508d9,Eu quero,False
1217b3f8eafb6498,Eu quero!!!,False
54645bc32b93853f,"no meu ponto de vista é apenas uma questão de preferência e conforto mesmo. pessoas podem escolher se relacionar com quem tem experiências de vida semelhantes as suas, por N motivos, e esta tudo bem sabe… isso é lesbocentrar. assim como pessoas bis podem querer se relacionar apenas com bis, trans apenas com trans, negros apenas com negros e etc. é sobre dar prioridade a estar com os seus! coisa mais normal do mundo e por muitas vezes saudável! mas por algum motivo sempre querem pegar no pé de lésbicas 🙄",False
cad395ec71f31c5a,SIM!,False
104187baffc1e5f2,Importante demais 👏,False
5f6feb2d0f73a206,Eu amo quando alguém tem coragem de apontar os preconceitos dentro do próprio vale 👏🏽 ser humano e suas incoerências,False
f25c09be59262ba9,"Normal, o ser humano busca padrões, é uma questão de sobrevivência.",False
f6754d4e3e828e7c,Isso acaba acontecendo pelo tanto que lésbicas já sofreram com lésbicas confusas por aí….,False
12fc63adc892ebcc,Importante essa discussão 👏👏👏,False
47316d70c8f7571d,É sobre✨,False
3dee0d5b68fba1b9,essa é a minha vida 😢,False
9e1ff33da8b7e811,Not Available,False
09abf1f24ac2c3b0,Isso mesmo 👏👏👏👏👏👏👏,False
c687ff236a2f37be,eu quero,False
27989f13225c7d8d,A extrema direita dando pitaco nas gírias gays é o cúmulo. 😮,False
401f046f818ae53a,Amei ❤️❤️❤️❤️❤️,False
9b359f7b109f2fdd,[MENTION] olha só … decolonialidade linguistica 😍❤️,False
ac366ed85b061b01,🙌❤️,False
13662274be827774,Eu quero 😍😍,False
c77ab35842a73397,Babado essas respostas 👏👏👏,False
599c9984ced9deee,🔥❤️,False
1fe1d5d4b771d977,Desde de sempre tentaram controlar a gente. O que a gente pode ou não ser ou fazer.,False
795b7a72a7c0fef4,Eu quero! 🔥,False
0d667c65ddf5a34f,Eu quero,False
834f5783926242be,Eu quero,False
9526d6d37854a266,Eu querooo,False
937e3c2bd2187276,👏👏👏👏 arrasarammmmm VIVAM YS BOYCETAS!!!,False
fe7ae85decbd6247,Quero! 👏👏👏,False
39fa3b0d51b080d9,Tudo ❤️,False
118209135d895761,"que vídeo, amei! 🙌❤️",False
6311b6fec2465ed1,🔥❤️,False
2fa4af0214a2e7d8,eu quero,False
392df20566a1485b,Caceta é usada a ânus! Eles já descobriram essa palavra 😂😂😂😂,True
2a38e5f67dc4f0b2,Adorei!!!,False
e46da33b23284ad0,Muito massa!! 🔥,False
fee69aa61591e853,adorei ❤️❤️❤️❤️,False
f7a0442ae19eec86,Muito bom! 👏👏👏,False
d5b7cd97772b7395,eu quero,False
d3b9d51368403f76,Eu quero!,False
1a4a784febb8aed8,Na minha questão esta palavra e um com texto usado com aquelas pessoas que tem conscientização de gêneros que leva algo normal como aprendizado de uma forma saldavel e divertida de expressar e como usar sobre uma sociedade de preconceitos em questão de fato e demostrado que se tem e algo natural de gostos,False
00ace760741aebbf,bom demais!,False
986d64f5c6b07bbd,♥️♥️♥️ coisa mais linda brincar com as palavras. Viva a comunidade trans!,False
88351b3f8323c922,[MENTION].kelm meu amigooo 🩷,False
abe7d27aa68400ab,Maravilhosa nossa escritora trans,False
3ffa305018ba9974,👏👏👏❤️❤️,False
7384af567fa65a59,Respeito a identidade boyceta ❤️,False
11f31e1fc97067b1,Muito bommmm 👏,False
64c765513159964e,Isso é coisa de quem não sabe brincar com a língua 😂,True
79ef5061e86b7553,Termo chulo e genitalista.,False
4ad76df4015035dd,👏👏👏👏👏,False
6df289b20988a1f6,👏👏👏,False
a3a511263992d72b,❤️🔥❤️,False
1ef51d71d42afbbb,😍😍😍👏👏👏,False
dc9debfbb386dfca,❤️❤️❤️❤️❤️,False
eb2fe0c7e073159b,Uau 👏🏽👏🏽👏🏽,False
1addf285f0c39de5,😍😍😍😍😍,False
0d429045568cd2a7,Eu quero,False
c8cf45a7d3e6e404,❤️❤️❤️,False
f5c53eede982c227,Esse vídeo é perfeito.,False
ce77a34968a36ecd,🔥🔥🔥,False
b47cfbcddec0615d,👏👏👏😍,False
c332497e8ccd86c3,Eu quero,False
bc2c1695c696ac05,"Que delícia de vídeo, amei dar meus pitacos sobre essa discussão 😍",False
98104faed2424055,Querooo,False
169aec632ba5e222,eu quero🌸,False
ff9728c58bd993b4,Quero ✨,False
5c135189675d1a50,Eu quero,False
3d59935efd0b9bc1,"Vejo aqui muitos vídeos de afirmação de identidades e orientação sexual, incluindo um no qual um homem se diz gay com muito orgulho. Mas, não vi nenhum vídeo falando sobre mulheres lésbicas autênticas (mulheres que gostam APENAS de mulheres) validando com orgulho sua orientação sexual. Mulheres lésbicas subvertem o sistema patriarcal desde sempre, apenas por existirem como pessoas que não querem e não precisam da presença de uma figura masculina em suas vidas.",False
0b5575b12fbc2a90,Eu quero!!,False
052c7ec013e83554,Eu quero,False
c93c4bbe3a1452c1,Eu quero,False
aa46dc6aece33e0a,Foi muito importante abordarem a questão da bifobia de mulheres lésbicas. É uma questão que atormenta mulheres bissexuais e é POUQUÍSSIMO discutida. A comunidade que deveria nos acolher é uma das que nos rejeita,False
ddaf0f9459ce9408,Quero,False
29a33a196aefaaad,Eu quero,False
f2dd050266f0a3ae,Eu quero,False
6b6f8cf821ae0c60,Ei quero,False
c62d32e83a29f99f,Eu quero!,False
b86d49a14af58586,Querooo,False
f1739165ba9f7891,eu querooo,False
b7151af79b5d7ff4,E precisa entender pra respeitar um ser humano? O processo de autoconhecimento e autoaceitação é longo e para muitas e muitos muito dolorido. A meta de vida é ser feliz.,False
8eeeae81cab5a7cc,"Minha historia de lesbica pra bi foi bem parecida, entendo 100%",False
2dfc682870bcf932,"não entendi mto bem, ela pode sim continuar sendo lésbica e se relacionando com pessoas trans, uma coisa n impede a outra",False
aeab719b7998907b,😂😂😂😂😂😂😂,True
960d234012533eec,No final é ginecologista ou urologista,True
66d5bebcae49d5f9,Meu ovo 😂😂,True
641e25d9b2e69604,"Boyceta gay essa coisas aí, são a decepção do mundo,🤦🏼",True
a43a6522a1513223,Termo de retardado. Em respeito aos demais.,True
2eb10772932ee8cd,Boyceta é meu ovo porra,True
1f20624b4f7634ae,falou falou e falou e eu não entendi boyceta nenhuma,True
f04cffd3c2647515,Kkkkkkkkkkkkkkkkkkkkkk,True
7482ab9192b203a3,"Boy era e meus ovosssss. Tu é homem e pronto. Agora o que tu gosta aí e outra história. Seu gosto ou escolhe pode ter o nome que quiser sem problema, mas no final de tudo tu é homem pronto. Frescura da peste isso.",True
0755f32d813f2512,"é tão simples. Boyceta= homem com buceta. pronto simples assim, nenhuma novidade para a sigla da comunidade. Se vc sabe o que é uma pessoa trans ( literalmente todo mundo sabe oq é, a menos que seja leigo demais) então, logo vc sabe o que significa o termo "" boyceta"" e não ha nenhuma dificuldade nisso. Parem de fazer birra por algo que é totalmente desnecessário, pois todo mundo ja tem idade suficiente para entender o que significa um termo.",False
c83f67eb50391baa,"Não existe isso de boyceta, isso é coisa de alguém que não sabe nem dizer oque é e achou nessa palavra uma maneira de lacrar",True
bf595ddfcc274c2f,Boyceta é minha caceta,True
da9a0f3a5e59e0c8,"Que cayceta, viu!?",True
4fc49d7eccad6250,"Mano, entendi o termo boyceta! Não ter problema ou aversão ao órgão genital mas … Como pode ser homem trans (que pra mim deveria só ser “homem” mesmo) e não binário? No literal homem trans é ter um gênero e não binário, é somente ser uma pessoa, sem gênero! Como isso?",False
f68b0e1a10645f97,Patético…,True
095def5208027611,"Falta do que fazer, criação do diabo isso ai",True
ad14e50770b7b279,"Isso não é característica sexual. É uma expressão de fetiche: sou homem trans e tenho bct. É feio, é brega e fora de moda. É o que eu penso. E o que eu penso é o que importa.",True
027b7ac490c57dfc,Nem todas mulheres ou homens vão ser iguais. Não apoio nem condeno. Mas é possível q a pessoa não seja padrão. Não teremos só loira odonto nem macho alfa,False
6e42d2479d839cd1,Daqui a pouco aparece os pinceta e os cuceta 😂,True
c7205a3a35b7acea,"É isso mesmo, todo meu apoio ao artista Júpiter [HASHTAG] 👏🏽👏🏽👏🏽👏🏽👏🏽",False
ca107d5940e860d9,"o maior problema que eu vi foi pessoas da própria comunidade que ironizam e fazem piada com outras identidades além de homem/mulher, é insuportável pessoas que sequer sabem o que é ser não binário querendo impor regras e leis em cima de algo completamente fluído, que é o gênero, e independente do termo que é usado pra descrever o a identidade de gênero de alguém, nada vai mudar, as únicas pessoas problematizando a situação são os cis hetero normativos",False
2696e3564ec600da,O Incrível é que esse termo já existe a tantoooo tempo. O povo não deixe os outros serem felizes!,False
d6bf28f41a1d8c4e,Isso é uma vergonha pra nós seus rediculos,True
044c41b3553402f2,Gente sem hate pergunta ingênua o que é boyceta? O que seria esse tipo de gênero?,False
49d9c3a08f2674fe,"Existem homens e mulheres, o restante é gambiarra do diabo.",True
5de9828896d9b5e3,✊🏽🩵🩷🤍🩷🩵,False
58ae27bff081dede,"Boyceta é meus ovo, vai trabalhar e para de encher o saco!",True
e0bb22b826a3a4ee,Quanto maluco em uma publicação só kkkkkkkkk,True
cfeb741fdb0cde86,"Gente, minha mãe é psicologa do caps, disse que a boyceta fugiu e esta tendo alucinações, fiquem longe, essa doença é transmissível. A polícia já está procurando ela 🙌",True
2c59a56018e9c1e5,O que porra é boyceta? 😂 Eita mundão louco,True
2d3775db5fef7e93,🏳️‍⚧️Vai pra cima!!!🏳️‍⚧️,False
3a46a964805a9ca0,Hahahahahahahahahahahaha,True
7550e7a77e55ffd3,"Isso é um Transforme não existe esse negócio de boyceta, ou é mulher ou é mulher que acha que homem ou homem ou homem que se acha mulher 😂😂😂😂",True
bce2ece440256f5d,Amei vc! Brilhe mais... S2,False
890a23bb244fcd1d,"Tá, mas o q é boyceta? Até o presente momento n tem uma explicação plausível e significado atribuído ao termo.",False
9e79b3fa2fe973bb,Que b💩sta,True
29b679d44c2297c1,"Boyceta é meus ovo, o que tu nao tem",True
9504be6e6d14b997,😂😂😂,True
eeb849238cc3bb05,❤️🏳️‍⚧️,False
3417fddee7d3a967,Alguém me explica o que é boyceta? É trans? Qual a diferença,False
d427cb11f7566873,"Kkkkkkkkkkkkkkkk carai, estamos perdidos",True
445eb15f2c8fbf1a,😂😂😂😂 antigamente era difícil ser ga. Agora e esse pantinho de Lbgtamabaalansjsvz kkkkk,True
6fac0fa651929902,Total solidariedade a você Ju. Boycetas unidos 💪🏻🤝,False
f5414efc32a1b1ff,"Arrasou, conheci e amei aprender com você 😍",False
f9eb336754fd6d63,👏👏👏👏👏👏,False
664a653a1476a8ce,"mas na moral, sem querer tirar e nada, o q é uma boyceta?",False
961eb10d211a307a,👏👏👏,False
350e5121c82b3536,estou com vcs!,False
93a69754461b620b,[HASHTAG],False
bea477b94db5997e,👏👏🏳️‍⚧️🏳️‍🌈,False
b505f839f551c418,"Boyceta não existe, existe só 2 gêneros e variações de yags, tudo gambiarra.",True
aa1ba89c4a685107,"[MENTION] ... aqui pra te dizer que NINGUÉM NOS CALARÁ, NEM à vc, nem o seu posicionamento, muito menos a sua identidade . POR + PESSOAS COMO VC ... GUERREIRO. EEEHH VC NÃO ESTÁ SÓ... TMJ . Bora informar, esclarecer e colocar em PAUTA assuntos super relevantes como esse de ACEITAÇÃO, NATURALIDADE, LIBERDADE e AMOR. POR NÓS, SOBRE NÓS e a FAVOR DE TDES. ❤️🏳️‍⚧️✊🏼🔥✨️🫡🏳️‍🌈👏🏽",False
5540428ac804e2a3,[MENTION],False
f45004b258d3e81f,"Porque aquele deputadozinho fez comentários criminosos contra vc, estou aqui te seguindo e vim te apoiar ❤️",False
1994c42cfce1c042,Boyceta é só um gatilho pra virar piada na Internet. Apaga isso,True
2e535f34b4a4e6bc,As pessoas cis conservadoras nunca deixam pessoas trans em paz e impressionante o quanto eles são desocupados,False
aab8bdf8a56d16f9,"Kkkkkkkkk pessoas assim tem que ter acompanhamento não podem tomar decisões, isso foge da realidade! E quem ve coisa imaginaria é o que ? Coisas que não existem ? É louco não tem condições de tomar decisões sérias e discernir o que é real ou mentira",True
46afb540c2bc6961,❤️❤️❤️❤️❤️,False
4f19a3b7f15895a7,❤️❤️❤️,False
4ea6728ef94c12d5,Boycetas exitem e continuarão existindo 🔥👋,False
03f3182455b022e0,"Força, companheires! Seguimos juntes! 🩷🩵🏳️‍⚧️🌈🏳️‍🌈",False
bafa9c9b2577cb6e,Kkkkkkkkkkkkkkkkkkkkkk,True
4638fb1d18c15d8c,"Termo muito nojento e nos resumi a isso. Tanta luta bonita no início de tudo, pra chegar aqui e ser isso?!? Kkkk Uns caras que querem respeito usando uma bosta de palavras que tá ligada a fetiche? Só abrir sites adultos que logo vemos, somos resumidos a um órgão e foda-se? Por isso que corro pra longe dessa comunidade nos dias de hoje, tem muita luta relevante e outras é um lixo que só",True
b035384d5af2932a,"Eu não aguento mais, NÃO AGUENTO MAIS ver gente TRANS zoando o garoto que usa o termo boyceta. Os cis eu largo de mão mas OS PRÓPRIOS transgêneros estão falando besteira transfobica... Eu NÃO aguento mais, me faz mt mal pq tbm sou não binário.",False
8804c7ed64667dd6,Viva os Boyceta 👏,False
a7792fb80037b224,Kkkkkkkkkkkkkkk,True
3b9939854f39d2f0,"Eu acho uma loucura essa galera da LGBTQIAPN+ que não aceita que alguém pode se identificar de outra forma. Cadê a liberdade de ser quem a gente quer ser? Força, Jupi 💜",False
c0aed7043f785a78,"Pode detonar Boyceta, mas elae fica! Porque Arte é como ferro, tem que bater pra virar aço! ❤️❤️❤️❤️",False
5b3dce91fb284ca3,"O povo se incomoda muito com a vida dos outros. Quando deixarem as pessoas viverem, será tudo tão melhor!!",False
e5f8743e27bc36ae,Felicidade alheia incomoda muito,False
b253c0b50d1361da,"boyceta sim, gostoso pra caralho....no genero que estiver é um tesao [MENTION] ai ai...",False
218d5f9fc18893bc,"Boyceta é artístico, é estético, define cultura, tendência criativa, descritiva de gênero. Portanto válida e livre.",False
6d0a0b7fbfc5e275,❤️👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,False
263654b7bee9463f,Concordo com vc,False
6f09c6f7f5af5cbe,😂😂😂😂,True
238ceef2609f5b51,Tá repreendido satanás,True
c69952a592aa1225,👏👏👏❤️,False
041554ff8cef20b7,Não conhecia. Obrigado.,False
c5ef5698db6af79a,Viva os boycetas ❤️✨,False
a09c7e9811bacb2f,Ainda bem que existe a direita pra combater essas bizarrices… 🤦🏽‍♂️,True
b2940b085ff95581,Q merda.,True
842dff7cae70b6f2,O tanto de trabalho que o psiquiatra desse povo tem,True
1829a025e75ab732,vai lavar uma louça vai,True
bb0c2430dc08e352,tá faltando lavar um louça,True
e37452ff531f53e9,"kkkkkkkkkkkkkkkkkk q povo esquizofrênico. Quanto mais o tempo passa, mas eu quero me ver livre dessa ""comunidade"" esquizo",True
b5fbc7acc09ed337,"Quero o discurso de ódio que engaja, cadê?",True
0ed4b9e7bdeb9f80,Vai c4g4,True
436d951b6608b737,Vai carpi um lote,True
7d647481e7621e7a,Não são piada e nem orgulho para o povo brasileiro.,True
fee5e1884bdfb2f2,Ri di cu lo,True
193b49fa2a9d1c8d,E esse bigode maior q o meu,True
157badd14ab459f0,Tem que botar pra bater uma lage um desempregado desse,True
18333df9b86bf89d,Meu Deus vcs já não sabem o q ué são! Já está ficando ridículo isso !,True
1f02a84f70309c3d,❤️❤️,False
e1a05b7a0ee405c6,Uma dica pra nao virar piada é nao se valer de um termo chulo para falar sobre algo que já existe. FOcar nos termos guarda-chuva é muito mais importante do que dar pedra pra direita arremessar,False
73a47c630773e008,É cada termo que o dicionário está ficando louco 😂😂😂,True
1c67f5f3e1ce09c9,Not Available,False
f2945263ad0885eb,😂😂😂😂,True
066c668be7cdd54d,"E agora a [MENTION] resolveu aproveitar pra atacar pessoas gênero-fluido e de acordo com ela qualquer um que discordar da opinião dela de que ""gênero-fluido não existe"" é automaticamente cis. Sempre foi difícil, mas agora parece que os ataques vem de todos os lados pra comunidade trans",False
d23c71b89b2ba474,😂😂😂😂,True
41dd05b2ee3c3bb7,“Boyceta” kkkkkkkkkkkkkkkkkkkkkkkkkkk os cara tem uma criatividade do caralho mano,True
338b5903b71f2481,Extrema direita ? Acho que a humanidade não sabe oq é boyceta kkkkkkkkk,True
63027c6d0fb92117,Jogar uma carteira de trabalho tu sai correndo né,True
922cb7337c3383d1,Mas que porr4 é essa? 😂😂😂,True
143f4830bee48fcf,porra de boyceta,True
7399a2234d8aba22,"Vão procurar um trabalho, falta do que fazer do carai 😂",True
76ff5d78a87ee5ce,Boyceta😂😂😂😂😂😂,True
46282656324efd59,Aplausos 👏👏👏👏👏👏👏👏,False
813b5cca7af94823,"GIRLPAUS, GIRLPICAS E GIRLPIROCAS TBM EXISTEM! NOS RESPEITEM!!!",True
8d90030672082fb2,😴😴😴😴😴😴😴😴😴😴,True
ca26e1f00d96bfce,Vai capinar um lote cabra sem vergonha,True
87a2f9989653da92,Not Available,False
30f5d18a63154b5f,Isso faz ridicularizar a classe toda! Doença,True
c5eb2178542a42af,😂😂😂😂😂,True
6c9a8fdb8e3a6a3f,Sou boypiroka 🔥👏,True
8ea30686b68b1b47,Vira homem,True
9b054fd65dd310cb,"Uma pergunta, se tem boycetas também tem girlpenis?",True
b39df87867a65c9f,O que é boyceta?,False
20e5cf45eaa51f23,"Vocês saem nas ruas??? Vocês tem família?? Pqp, são fora da realidade",True
6fdba5a47fb4afd6,Kkkkkkkkkkkkkkk,True
2e701b3297ae7508,Concordo plenamente. É necessário bloquear e deletar.,False
ce239467d9c558e5,"pelo jeito hoje você acordou se sentindo uma lapiseira, os grandes poetas perdem pra você, medo de você acordar um uc amanhã e falar mais merda kkkkkkkkkkkkk",True
6189837e00f7d0fe,👏👏👏 foi extremamente cirúrgico,False
47d012f823693a3a,Belo stand up,True
faf8c61cfc1e94ce,"Cara cada vez mais me apavoro pro caminho que essas pessoas tão indo! Caramba é cada besteira que vcs falam, que no final nem vcs próprios se entendem kkkkkk",True
657e2eec93fa2931,ovo,True
4627e1dc0ac50bac,Calado é um poeta,True
f3d1b2e19221461a,🤣🤣🤣🤣,True
d732f255ef598803,Boyceta é um termo pejorativo e não uma identidade de gênero! Vamo parar de banalizar a comunidade trans né? Francamente já virou piada sim!,False
0a4a5fad522dc32c,Vão procurar o q fazer seus esquisitos,True
76ca37b8d77513fb,Vergonha da comunidade L.G.B.T,True
924e844f43a2d237,Tudo isso pq não teve pai 😂,True
fcb04bf856e059a7,O que a falta de um pai faz 😂,True
b63bc87aed872555,😂😂😂😂😂😂😂😂😂😂,True
7e5474edf33a8da7,"Eu quero muito respeitar quem gosta de usar esse termo pra si, mas eu juro q se meu tio transfóbico vier me chamar de boyceta eu vou ter um ataque 💀💀💀💀",False
c118b8ee12474d30,😂😂😂😂,True
21ab09f4d8b28aad,Not Available,False
35bbf81b10c54756,Até agora ninguém conseguiu explicar o que é Boyceta,True
0304c0126619e937,"Cancela a internet... Infelizmente, da voz para esse povo",True
a252076335071d8e,Vocês tem mto é boysta na cabeça kkk,True
6190f012ca1bb017,🤦🏻‍♂️ é cada uma viu,True
a73b66acb9d4c5f8,Eu sou boypica amigues 😂😂😂😂😂😂😂😂😂😂,True
1a6480ebf1136594,Falou tudo 🔥🔥,False
